ticker,earnings_date,day0_date,day0_dt,call_date,call_dt,call_gap_days,news_folder_date,phase,publishedDate,site,url,title,text
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,pre,2021-01-29 11:17:13,zacks.com,https://www.zacks.com/stock/news/1254276/will-recovery-in-abbvies-abbv-earnings-continue-in-q4,Will Recovery in AbbVie's (ABBV) Earnings Continue in Q4?,"Will Recovery in AbbVie's (ABBV) Earnings Continue in Q4?
Recovery in AbbVie's (ABBV) revenues is likely to have continued in the fourth quarter. Investors focus is likely to be on 2021 guidance when the company reports results in the wake of rising cases."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,pre,2021-01-29 20:18:03,zacks.com,https://www.zacks.com/stock/news/1254637/buy-pharma-giant-abbvie-stock-before-q4-earnings-for-dividend-and-value,Buy Pharma Giant AbbVie Stock Before Q4 Earnings for Dividend and Value?,"Buy Pharma Giant AbbVie Stock Before Q4 Earnings for Dividend and Value?
Let's check out AbbVie to see if investors might want to buy the stock ahead of its fourth quarter fiscal 2020 financial release that's due out before the opening bell on Wednesday, Feb. 3."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,pre,2021-01-31 06:04:00,fool.com,https://www.fool.com/investing/2021/01/31/these-dividend-stocks-are-practically-money-machin/,These Dividend Stocks Are Practically Money Machines,"These Dividend Stocks Are Practically Money Machines
You can count on the dividends flowing and growing with these stocks."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,pre,2021-01-31 08:00:00,seekingalpha.com,https://seekingalpha.com/article/4402154-abbvie-is-buy-even-after-recent-run-up,AbbVie Is A Buy Even After The Recent Run Up,"AbbVie Is A Buy Even After The Recent Run Up
AbbVie is quickly diversifying its business. It has a strong track record and attractive growth prospects."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,pre,2021-01-31 14:10:24,seekingalpha.com,https://seekingalpha.com/article/4402305-azurrx-officially-covidminus-19-play-right-dose-for-your-portfolio,AzurRx Officially A COVID-19 Play - The Right Dose For Your Portfolio,"AzurRx Officially A COVID-19 Play - The Right Dose For Your Portfolio
AzurRx Officially A COVID-19 Play - The Right Dose For Your Portfolio"
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,pre,2021-01-31 21:29:13,seekingalpha.com,https://seekingalpha.com/article/4402338-5_1-yielding-abbvie-is-safe-anti-bubble-blue-chip-in-dangerous-bubble-filled-market,5.1% Yielding AbbVie Is A Safe Anti-Bubble Blue-Chip In A Dangerous Bubble Filled Market,"5.1% Yielding AbbVie Is A Safe Anti-Bubble Blue-Chip In A Dangerous Bubble Filled Market
Today we're seeing some of the most extreme speculation in history, including bankrupt companies soaring 700% in a single day. The difference between speculation and investment is the long-term risk profile. Sound investing over time = guaranteed success, while speculating for long enough = guaranteed losses."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,pre,2021-02-01 10:37:11,zacks.com,https://www.zacks.com/stock/news/1255184/will-humira-cancer-drugs-drive-abbvie-abbv-q4-earnings,"Will Humira, Cancer Drugs Drive AbbVie (ABBV) Q4 Earnings?","Will Humira, Cancer Drugs Drive AbbVie (ABBV) Q4 Earnings?
AbbVie's (ABBV) Q4 top line is expected to have witnessed a recovery in demand amid improving global economies. However, resurgence of COVID-19 cases is likely to have hurt sales of physician-administered drugs."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,pre,2021-02-02 05:01:15,investorplace.com,https://investorplace.com/2021/02/7-pharmaceutical-stocks-with-compelling-pipelines/,7 Pharmaceutical Stocks With Compelling Pipelines,"7 Pharmaceutical Stocks With Compelling Pipelines
Covid-19 vaccines are getting all the glory after multi-bagger returns last year but these seven pharmaceutical stocks have a strong future ahead. The post 7 Pharmaceutical Stocks With Compelling Pipelines appeared first on InvestorPlace."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,pre,2021-02-02 10:12:05,benzinga.com,https://www.benzinga.com/news/earnings/21/02/19444022/earnings-outlook-for-abbvie,Earnings Outlook for AbbVie,"Earnings Outlook for AbbVie
On Wednesday, February 03, AbbVie (NYSE:ABBV) will release its latest earnings report. Here is Benzinga's outlook for the company."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,pre,2021-02-02 13:53:38,seekingalpha.com,https://seekingalpha.com/article/4402758-bolt-biotherapeutics-aims-for-150-million-u-s-ipo,Bolt Biotherapeutics Aims For $150 Million U.S. IPO,"Bolt Biotherapeutics Aims For $150 Million U.S. IPO
Bolt Biotherapeutics has filed proposed terms for a $150 million IPO. The firm is developing antibody conjugate treatments for various cancers."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,pre,2021-02-03 07:38:00,prnewswire.com,https://www.prnewswire.com/news-releases/abbvie-reports-full-year-and-fourth-quarter-2020-financial-results-301221231.html,AbbVie Reports Full-Year and Fourth-Quarter 2020 Financial Results,"AbbVie Reports Full-Year and Fourth-Quarter 2020 Financial Results
NORTH CHICAGO, Ill., Feb. 3, 2021 /PRNewswire/ -- AbbVie (NYSE: ABBV) announced financial results for the fourth quarter and full year ended December 31, 2020. ""We successfully completed the transformative Allergan acquisition and delivered another year of strong results in 2020, despite..."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,pre,2021-02-03 07:50:51,marketwatch.com,https://www.marketwatch.com/story/abbvie-stock-rallies-after-profit-and-revenue-beats-upbeat-outlook-2021-02-03,"AbbVie stock rallies after profit and revenue beats, upbeat outlook","AbbVie stock rallies after profit and revenue beats, upbeat outlook
Shares of AbbVie Inc. rallied 1.7% in premarket trading Wednesday, after the biopharmaceutical company reported fourth-quarter profit and revenue that beat expectations, and provided an upbeat full-year outlook. Net income dropped to $36 million, or 1 cent a share, from $2.80 billion, or $1.88 a share, in the year-ago period."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,pre,2021-02-03 07:54:46,benzinga.com,https://www.benzinga.com/news/earnings/21/02/19463017/abbvie-q4-earnings-insights,AbbVie: Q4 Earnings Insights,"AbbVie: Q4 Earnings Insights
Shares of AbbVie (NYSE:ABBV) rose 1.1% in pre-market trading after the company reported Q4 results. Quarterly Results Earnings per share rose 32.13% over the past year to $2.92, which beat the estimate of $2.85."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-03 09:51:17,zacks.com,https://www.zacks.com/stock/news/1256648/abbvie-abbv-q4-earnings-and-revenues-surpass-estimates,AbbVie (ABBV) Q4 Earnings and Revenues Surpass Estimates,"AbbVie (ABBV) Q4 Earnings and Revenues Surpass Estimates
AbbVie (ABBV) delivered earnings and revenue surprises of 2.46% and 0.99%, respectively, for the quarter ended December 2020. Do the numbers hold clues to what lies ahead for the stock?"
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-03 11:22:04,zacks.com,https://www.zacks.com/stock/news/1256769/abbvie-abbv-q4-earnings-sales-top-2021-outlook-bright,"AbbVie (ABBV) Q4 Earnings & Sales Top, 2021 Outlook Bright","AbbVie (ABBV) Q4 Earnings & Sales Top, 2021 Outlook Bright
AbbVie (ABBV) beats on fourth-quarter 2020 earnings and revenues. Shares up in pre-market trading."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-03 17:18:54,investorplace.com,https://investorplace.com/2021/02/4-top-stock-trades-for-thursday-amzn-spot-bmy-abbv/,"4 Top Stock Trades for Thursday: AMZN, SPOT, BMY, ABBV","4 Top Stock Trades for Thursday: AMZN, SPOT, BMY, ABBV
Amazon, Spotify, Bristol-Myers Squibb and AbbVie were our top stock trades for Thursday. Let's look at the charts of these earnings movers."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-03 19:58:05,seekingalpha.com,https://seekingalpha.com/article/4403215-abbvie-inc-s-abbv-ceo-richard-gonzalez-on-q4-2020-results-earnings-call-transcript,AbbVie Inc.'s (ABBV) CEO Richard Gonzalez on Q4 2020 Results - Earnings Call Transcript,"AbbVie Inc.'s (ABBV) CEO Richard Gonzalez on Q4 2020 Results - Earnings Call Transcript
AbbVie Inc.'s (ABBV) CEO Richard Gonzalez on Q4 2020 Results - Earnings Call Transcript"
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-04 12:51:50,zacks.com,https://www.zacks.com/stock/news/1257661/why-abbvie-abbv-is-a-great-dividend-stock-right-now,Why AbbVie (ABBV) is a Great Dividend Stock Right Now,"Why AbbVie (ABBV) is a Great Dividend Stock Right Now
Dividends are one of the best benefits to being a shareholder, but finding a great dividend stock is no easy task. Does AbbVie (ABBV) have what it takes?"
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-04 18:08:27,zacks.com,https://www.zacks.com/stock/news/1257817/my-best-advice-to-new-value-investors,My Best Advice to New Value Investors,"My Best Advice to New Value Investors
New to stocks? 7 tips to becoming a better value investor."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-07 06:01:00,fool.com,https://www.fool.com/investing/2021/02/07/3-top-dividend-stocks-to-buy-right-now/,3 Top Dividend Stocks to Buy Right Now,"3 Top Dividend Stocks to Buy Right Now
These stocks offer great dividends and more."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-08 17:00:31,gurufocus.com,https://www.gurufocus.com/news/1352992/coherus-deal-signals-pivot-to-new-and-crowded-market,Coherus Deal Signals Pivot to New and Crowded Market,"Coherus Deal Signals Pivot to New and Crowded Market
Shares of Redwood City, California-based Coherus BioSciences Inc. (NASDAQ:CHRS) are up about 13% just a week after announcing it has cut a $150 million deal with Chinese drugmaker Junshi Biosciences Co. Ltd. (HKSE:01877)."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-09 12:53:32,zacks.com,https://www.zacks.com/stock/news/1260055/what-makes-abbvie-abbv-a-new-buy-stock,What Makes AbbVie (ABBV) a New Buy Stock,"What Makes AbbVie (ABBV) a New Buy Stock
AbbVie (ABBV) has been upgraded to a Zacks Rank #2 (Buy), reflecting growing optimism about the company's earnings prospects. This might drive the stock higher in the near term."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-09 18:47:05,seekingalpha.com,https://seekingalpha.com/article/4404741-3-ways-to-invest-stimulus-check,"3 Ways To Invest The $1,400 Stimulus Check","3 Ways To Invest The $1,400 Stimulus Check
3 Ways To Invest The $1,400 Stimulus Check"
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-10 08:15:00,prnewswire.com,https://www.prnewswire.com/news-releases/abbvie-and-caribou-biosciences-announce-collaboration-and-license-agreement-for-car-t-cell-products-301225509.html,AbbVie and Caribou Biosciences Announce Collaboration and License Agreement for CAR-T Cell Products,"AbbVie and Caribou Biosciences Announce Collaboration and License Agreement for CAR-T Cell Products
NORTH CHICAGO, Ill. and BERKELEY, Calif., Feb. 10, 2021 /PRNewswire/ -- AbbVie (NYSE: ABBV) and Caribou Biosciences, Inc., a leading clinical-stage CRISPR genome editing biotechnology company, announced today that they have entered into a collaboration and license agreement for the..."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-10 17:54:20,gurufocus.com,https://www.gurufocus.com/news/1356156/guess-which-stocks-warren-buffett-bought-4thquarter-contest,Guess Which Stocks Warren Buffett Bought: 4th-Quarter Contest,"Guess Which Stocks Warren Buffett Bought: 4th-Quarter Contest
GuruFocus runs a contest every quarter in which people guess the stocks they think Warren Buffett (Trades, Portfolio) might have bought. The fourth-quarter contest begins today."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-11 12:06:18,zacks.com,https://www.zacks.com/stock/news/1261741/abbvie-abbv-inks-car-t-deal-gets-botox-label-expansion-nod,"AbbVie (ABBV) Inks CAR T Deal, Gets Botox Label Expansion Nod","AbbVie (ABBV) Inks CAR T Deal, Gets Botox Label Expansion Nod
AbbVie (ABBV) signs an agreement to research and develop two new CAR-T cell therapies. The FDA approves label expansion of Botox for pediatric patients."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-11 12:30:21,seekingalpha.com,https://seekingalpha.com/article/4405272-february-2021-undervaluation-financials-real-estate-industrials-pharma,"February 2021 Undervaluation - Financials, Real Estate, Industrials/IT And Pharma","February 2021 Undervaluation - Financials, Real Estate, Industrials/IT And Pharma
February 2021 Undervaluation - Financials, Real Estate, Industrials/IT And Pharma"
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-12 09:00:20,247wallst.com,https://247wallst.com/healthcare-business/2021/02/12/this-huge-american-company-didnt-exist-a-decade-ago/,This Huge American Company Didn't Exist a Decade Ago,"This Huge American Company Didn't Exist a Decade Ago
Rome was not built in a day, and neither are multibillion-dollar corporations. The Fortune 500 list of the largest U.S."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-13 17:23:14,invezz.com,https://invezz.com/news/2021/02/13/abbvie-shares-continue-to-trade-in-a-bull-market-after-better-than-expected-q4-results/,AbbVie shares continue to trade in a bull market after better than expected Q4 results,"AbbVie shares continue to trade in a bull market after better than expected Q4 results
AbbVie (NYSE: ABBV) shares weakened last week by more than 3%, and the current price stands around $104. According to analysts, it's not hard to find reasons to invest in AbbVie, and as long the price is above $90, there is no risk of the trend reversal."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-14 07:45:00,fool.com,https://www.fool.com/investing/2021/02/14/3-embarrassingly-cheap-dividend-stocks/,3 Embarrassingly Cheap Dividend Stocks,"3 Embarrassingly Cheap Dividend Stocks
Cisco and two other companies pay high yields and trade at discount valuations."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-14 14:00:34,seekingalpha.com,https://seekingalpha.com/article/4406053-5-closed-end-fund-buys-get-income-snowball-rolling-2021,5 Closed-End Fund Buys To Get The Income Snowball Rolling For 2021,"5 Closed-End Fund Buys To Get The Income Snowball Rolling For 2021
5 Closed-End Fund Buys To Get The Income Snowball Rolling For 2021"
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-15 09:00:00,seekingalpha.com,https://seekingalpha.com/article/4406084-why-growth-matters-in-plain-english,Why Growth Matters - In Plain English,"Why Growth Matters - In Plain English
We explain why growth is important, with visually appealing demonstrations."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-16 08:00:00,seekingalpha.com,https://seekingalpha.com/article/4406206-abbvie-inexpensive-high-yield-dividend-aristocrat-with-strong-execution,"AbbVie: Inexpensive, High-Yield Dividend Aristocrat With Strong Execution","AbbVie: Inexpensive, High-Yield Dividend Aristocrat With Strong Execution
AbbVie: Inexpensive, High-Yield Dividend Aristocrat With Strong Execution"
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-16 09:07:45,investorplace.com,https://investorplace.com/2021/02/9-safe-stocks-for-your-401k/,9 Safe Stocks for Your 401k,"9 Safe Stocks for Your 401k
While everybody is chasing the moon and the stars, it might be prudent for you to consider these safe stocks for your 401K. The post 9 Safe Stocks for Your 401k appeared first on InvestorPlace."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-16 15:12:50,seekingalpha.com,https://seekingalpha.com/article/4406400-2-of-5-highest-yielding-aristocrats-offer-potential-upside-right-now-video,2 Of The 5 Highest Yielding Aristocrats Offer Potential Upside Right Now (Video),"2 Of The 5 Highest Yielding Aristocrats Offer Potential Upside Right Now (Video)
The top 5 highest yielding Dividend Aristocrats offer dividend yields double those of the member index. AT&T has a potential 20% upside to go along with their 7% dividend yield."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-16 16:44:00,marketwatch.com,https://www.marketwatch.com/story/berkshire-hathaway-ups-drug-stock-stakes-while-trimming-apple-11613511846,Berkshire Hathaway ups drug-stock stakes while trimming Apple,"Berkshire Hathaway ups drug-stock stakes while trimming Apple
Warren Buffett's Berkshire Hathaway Inc. BRK.ABRK.B loaded up on drug, telecom and oil stocks while trimming its position in Apple Inc. AAPL over the past quarter, according to a Securities and Exchange Commission filing late Tuesday. Berkshire increased its stake in Abbvie Inc. ABBV by 20%, Bristol-Myers Squibb Co. BMY by 11%, and Merck & Co. MRK by 28%."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-16 18:26:00,barrons.com,https://www.barrons.com/articles/warren-buffetts-berkshire-hathaway-sold-pfizer-gm-stock-51613517983,"Warren Buffett's Berkshire Hathaway Traded Stock in Pharma, Banks","Warren Buffett's Berkshire Hathaway Traded Stock in Pharma, Banks
Berkshire Hathaway disclosed fourth-quarter buys of Merck, Bristol-Myers, and AbbVie, while exiting Pfizer."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-17 06:36:00,fool.com,https://www.fool.com/investing/2021/02/17/3-top-healthcare-stocks-that-can-make-you-richer-i/,3 Top Healthcare Stocks That Can Make You Richer in 2021 (and Beyond),"3 Top Healthcare Stocks That Can Make You Richer in 2021 (and Beyond)
What's better than rapid growth and a dividend payment?"
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-17 11:11:17,gurufocus.com,https://www.gurufocus.com/news/1361902/buffetts-berkshire-buys-oil-heathcare-and-telecoms-in-4th-quarter,"Buffett's Berkshire Buys Oil, Heathcare and Telecoms in 4th Quarter","Buffett's Berkshire Buys Oil, Heathcare and Telecoms in 4th Quarter
Berkshire Hathaway's (NYSE:BRK.A) (NYSE:BRK.B) latest 13F report was filed last night. The report detailed the conglomerate's equity positions at the end of December 2020."
ABBV,2021-02-03,2021-02-03,,2021-02-03,2021-02-03T09:00:00-05:00,0,2021-02-03,post,2021-02-17 21:13:03,zacks.com,https://www.zacks.com/stock/news/1265011/3-great-blue-chip-dividend-stocks-to-buy-now-with-dow-at-records,3 Great Blue Chip Dividend Stocks to Buy Now with Dow at Records,"3 Great Blue Chip Dividend Stocks to Buy Now with Dow at Records
Investors should always be on the lookout for ways to diversify and bolster their portfolios. One great place to start is with large cap stocks that pay solid dividends."
ABBV,2021-04-30,2021-04-30,,2021-04-30,2021-04-30T09:00:00-04:00,0,2021-04-30,pre,2021-04-18 19:58:24,seekingalpha.com,https://seekingalpha.com/article/4419694-2-fast-growing-dividend-aristocrats-for-rich-retirement,2 Fast-Growing Dividend Aristocrats For A Rich Retirement,"2 Fast-Growing Dividend Aristocrats For A Rich Retirement
The market continues to march higher, powered by daily increases in earnings growth expectations. However, the market is now 36% historically overvalued. Over the next five years, analysts expect just 4.3% annual returns from the S&P 500. And over the next 30+ years 7.9%. The dividend aristocrats are expected to deliver 10.6% returns."
ABBV,2021-04-30,2021-04-30,,2021-04-30,2021-04-30T09:00:00-04:00,0,2021-04-30,pre,2021-04-19 18:39:00,reuters.com,https://www.reuters.com/article/us-usa-opioids-litigation/jj-other-drugmakers-go-to-trial-in-california-in-50-billion-case-over-deadly-legacy-of-opioids-idUSKBN2C611N,"J&J, other drugmakers go to trial in California in $50 billion case over 'deadly legacy' of opioids","J&J, other drugmakers go to trial in California in $50 billion case over 'deadly legacy' of opioids
Four drugmakers helped cause the deadly U.S. opioid epidemic by deceptively marketing their drugs and downplaying their addictive risks, a lawyer for several California counties argued on Monday at the start of multibillion-dollar trial."
ABBV,2021-04-30,2021-04-30,,2021-04-30,2021-04-30T09:00:00-04:00,0,2021-04-30,pre,2021-04-19 18:27:16,zacks.com,https://www.zacks.com/stock/news/1421872/abbvie-abbv-gains-as-market-dips-what-you-should-know,AbbVie (ABBV) Gains As Market Dips: What You Should Know,"AbbVie (ABBV) Gains As Market Dips: What You Should Know
AbbVie (ABBV) closed at $108.61 in the latest trading session, marking a +0.65% move from the prior day."
ABBV,2021-04-30,2021-04-30,,2021-04-30,2021-04-30T09:00:00-04:00,0,2021-04-30,pre,2021-04-20 08:12:00,fool.com,https://www.fool.com/investing/2021/04/20/warren-buffett-owns-these-5-dividend-aristocrats-s/,Warren Buffett Owns These 5 Dividend Aristocrats. Should You?,"Warren Buffett Owns These 5 Dividend Aristocrats. Should You?
The stock market's dividend yield is at a 10-year low, but these five companies still yield over 2%."
ABBV,2021-04-30,2021-04-30,,2021-04-30,2021-04-30T09:00:00-04:00,0,2021-04-30,pre,2021-04-21 09:54:29,seekingalpha.com,https://seekingalpha.com/article/4420239-abbvie-dividend-aristocrat-five-percent-yield,AbbVie: Dividend Aristocrat With A 5% Dividend Yield,"AbbVie: Dividend Aristocrat With A 5% Dividend Yield
AbbVie is still facing extremely high debt levels and has high amounts of goodwill on its balance sheet, which should make us cautious. The company used the money mostly for acquisitions to become less dependent on Humira."
ABBV,2021-04-30,2021-04-30,,2021-04-30,2021-04-30T09:00:00-04:00,0,2021-04-30,pre,2021-04-21 05:45:00,fool.com,https://www.fool.com/investing/2021/04/21/3-stocks-for-a-better-retirement/,3 Stocks for a Better Retirement,"3 Stocks for a Better Retirement
Want dividends? How do yields of 4.8% and 5.8% sound?"
